 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
4494,1080,28,392.395,444.668,0,6.778,1.114,1.558,2.343,3.77,0.102
4508,1084,28,235.78,51.962,0,3.94,1.038,1.415,2.082,3.291,0.012
4560,1098,28,109.649,242.916,0,5.445,1.036,1.39,2.007,3.113,0.063
4587,1106,28,489.222,347.478,0,6.342,1.033,1.383,1.991,3.074,0.113
4600,1109,28,193.555,362.691,0,5.973,1.006,1.331,1.896,2.902,0.037
4623,1114,28,284.335,446.259,0,6.497,1.069,1.456,2.131,3.339,0.12
4628,1115,28,176.244,455.655,0,6.7,1.075,1.465,2.142,3.352,0.116
4655,1124,28,15.85,42.361,0,4.71,1.005,1.328,1.888,2.887,0.052
4760,1151,28,428.21,395.461,0,4.4,0.958,1.228,1.688,2.499,0.021
4828,1166,28,39.452,11.69,0,5.29,0.965,1.238,1.697,2.494,0.037
4866,1177,28,178.285,177.835,0,5.143,0.994,1.302,1.834,2.78,0.057
4873,1178,28,36.462,181.364,0,5.528,1.002,1.315,1.852,2.801,0.053
4882,1179,28,120.25,197.813,0,6.409,1.117,1.566,2.361,3.804,0.077
4895,1184,28,495.266,268.951,0,3.791,0.979,1.274,1.776,2.657,0.024
4905,1186,28,347.153,309.736,0,5.146,1.008,1.348,1.95,3.043,0.052
4926,1192,28,460.774,360.279,0,6.564,1.063,1.445,2.11,3.303,0.117
4934,1194,28,219.839,391.893,0,5.426,1.057,1.445,2.128,3.363,0.054
4953,1198,28,70.115,409.535,0,5.907,1.027,1.359,1.931,2.94,0.04
4975,1206,28,222.486,44.335,0,7.129,1.089,1.49,2.189,3.437,0.011
5023,1221,28,210.837,305.705,0,4.92,1.011,1.345,1.93,2.982,0.068
5030,1223,28,357.673,377.324,0,6.213,1.04,1.396,2.013,3.111,0.095
5043,1226,28,402.681,407.306,0,6.732,1.114,1.551,2.318,3.701,0.115
5074,1235,28,339.464,12.292,0,6.199,1.03,1.37,1.958,3.002,0.085
5079,1237,28,242.215,73.231,0,4.786,1.007,1.327,1.876,2.849,0.054
5087,1240,28,215.658,103.114,0,6.06,1.094,1.527,2.298,3.708,0.041
5101,1244,28,40.788,123.427,0,6.507,1.032,1.377,1.975,3.039,0.091
5108,1247,28,473.865,146.113,0,4.5,1.025,1.381,2.004,3.125,0.031
5111,1248,28,29.243,170.655,0,6.512,1.092,1.503,2.224,3.522,0.115
5115,1249,28,246.83,174.231,0,4.836,0.987,1.284,1.792,2.681,0.06
5123,1251,28,302.478,186.51,0,7.09,1.144,1.633,2.51,4.117,0.012
5134,1254,28,312.289,209.203,0,4.956,1.017,1.341,1.898,2.88,0.073
5142,1256,28,425.72,235.956,0,5.469,1.151,1.678,2.643,4.446,0.009
5155,1261,28,239.607,290.235,0,6.32,1.054,1.415,2.036,3.134,0.121
5158,1262,28,73.199,338.721,0,6.027,1.071,1.472,2.181,3.464,0.048
5163,1263,28,473.391,316.6,0,6.619,1.052,1.421,2.062,3.203,0.105
5184,1267,28,404.658,333.227,0,4.534,0.948,1.205,1.641,2.402,0.029
5189,1269,28,9.816,362.299,0,4.786,0.953,1.222,1.68,2.487,0.044
5192,1270,28,471.127,383.507,0,5.955,1.037,1.391,2.007,3.107,0.044
5197,1272,28,187.493,405.244,0,5.035,0.943,1.193,1.613,2.341,0.045
5202,1274,28,25.158,459.365,0,5.362,1.177,1.744,2.789,4.752,0.007
5205,1275,28,239.338,458.334,0,7.008,1.091,1.516,2.27,3.64,0.025
5214,1276,28,462.077,490.333,0,4.571,1.002,1.322,1.879,2.873,0.047
5217,1277,28,167.487,489.651,0,5.335,1.01,1.324,1.858,2.797,0.057
5221,1278,28,59.888,497.877,0,4.553,1.024,1.364,1.951,2.992,0.04
5254,1288,28,226.617,117.347,0,6.688,1.058,1.45,2.142,3.399,0.112
5268,1291,28,457.374,154.842,0,6.222,1.079,1.481,2.188,3.46,0.091
5278,1292,28,10.744,156.652,0,6.512,1.12,1.579,2.395,3.884,0.079
5287,1294,28,476.744,191.33,0,6.662,1.074,1.477,2.186,3.47,0.126
5304,1299,28,170.652,229.722,0,6.195,1.008,1.321,1.856,2.794,0.064
5330,1307,28,497.335,331.255,0,6.87,1.122,1.58,2.394,3.879,0.066
5349,1312,28,320.221,384.689,0,6.04,1.061,1.44,2.101,3.285,0.054
5392,1321,28,339.613,453.802,0,6.684,1.105,1.528,2.268,3.596,0.126
5404,1323,28,146.263,446.196,0,5.041,1.01,1.342,1.918,2.948,0.068
5415,1327,28,156.656,20.791,0,4.969,1.007,1.316,1.842,2.762,0.077
5420,1329,28,24.423,41.438,0,5.793,0.992,1.307,1.854,2.832,0.044
5423,1330,28,56.771,68.493,0,6.674,1.107,1.529,2.267,3.593,0.126
5425,1331,28,155.279,86.799,0,6.188,1.063,1.449,2.122,3.331,0.088
5431,1332,28,458.274,83.377,0,5.083,0.979,1.262,1.743,2.586,0.063
5434,1333,28,181.796,77.471,0,6.65,1.129,1.58,2.374,3.809,0.104
5437,1334,28,340.218,114.388,0,4.83,1.016,1.372,2.005,3.158,0.048
5446,1335,28,331.292,114.295,0,3.199,0.924,1.148,1.517,2.142,0.005
5452,1336,28,260.811,119.725,0,4.791,0.978,1.268,1.764,2.642,0.054
5454,1337,28,356.672,125.395,0,6.179,1.021,1.355,1.931,2.951,0.075
5461,1339,28,283.875,162.725,0,5.506,1.038,1.392,2.006,3.102,0.058
5463,1340,28,355.683,168.688,0,6.628,1.066,1.448,2.115,3.309,0.118
5468,1341,28,134.711,176.855,0,5.696,1.059,1.439,2.104,3.298,0.035
5470,1342,28,228.777,186.247,0,6.721,1.134,1.594,2.405,3.873,0.098
5474,1343,28,152.693,200.766,0,4.617,0.981,1.282,1.801,2.724,0.051
5476,1344,28,179.177,226.861,0,5.362,1.047,1.429,2.104,3.332,0.054
5479,1345,28,487.511,206.518,0,6.306,1.006,1.32,1.859,2.808,0.076
5481,1346,28,257.287,212.305,0,6.173,1.046,1.407,2.036,3.16,0.085
5483,1347,28,358.332,227.552,0,5.7,0.993,1.288,1.79,2.668,0.049
5486,1348,28,13.794,230.686,0,6.242,1.125,1.601,2.458,4.039,0.041
5491,1349,28,404.833,232.568,0,6.094,1.031,1.38,1.987,3.071,0.06
5493,1350,28,38.332,246.506,0,3.743,0.964,1.235,1.698,2.511,0.025
5499,1352,28,372.259,261.79,0,6.707,1.124,1.575,2.368,3.803,0.109
5504,1353,28,291.167,247.464,0,6.172,1.071,1.477,2.195,3.498,0.078
5512,1354,28,192.176,272.275,0,5.28,1.006,1.324,1.87,2.836,0.053
5514,1355,28,440.711,290.351,0,6.604,1.101,1.528,2.279,3.639,0.12
5519,1356,28,191.29,321.402,0,6.826,1.122,1.564,2.341,3.742,0.084
5521,1357,28,261.656,343.464,0,6.343,1.048,1.414,2.049,3.187,0.123
5523,1358,28,257.144,347.305,0,5.423,1.031,1.376,1.973,3.039,0.064
5529,1359,28,127.598,341.341,0,6.767,1.109,1.547,2.322,3.728,0.107
5533,1360,28,76.46,352.234,0,5.525,1.092,1.486,2.162,3.359,0.038
5536,1361,28,321.579,363.51,0,6.601,1.035,1.39,2.01,3.119,0.088
5540,1363,28,278.39,405.764,0,6.596,1.097,1.512,2.24,3.549,0.123
5542,1364,28,355.216,400.338,0,6.66,1.064,1.449,2.123,3.335,0.116
5546,1365,28,447.622,428.674,0,6.68,1.088,1.492,2.197,3.458,0.127
5554,1366,28,379.826,443.654,0,4.687,0.991,1.297,1.825,2.762,0.054
5556,1367,28,96.781,457.131,0,4.979,0.997,1.329,1.914,2.974,0.076
5574,1368,28,335.318,463.159,0,6.112,1.052,1.433,2.102,3.308,0.068
5577,1369,28,213.117,479.502,0,4.996,0.994,1.325,1.911,2.974,0.076
5579,1370,28,455.373,475.255,0,4.677,0.972,1.243,1.696,2.476,0.048
5582,1371,28,348.812,481.722,0,5.084,0.989,1.307,1.864,2.87,0.066
5592,1374,28,324.668,26.532,0,6.489,1.054,1.421,2.056,3.187,0.114
5636,1388,28,280.637,186.426,0,6.844,1.095,1.517,2.261,3.607,0.077
5701,1406,28,121.264,353.848,0,5.772,1.066,1.466,2.176,3.468,0.027
5740,1414,28,459.263,440.894,0,5.412,1.034,1.398,2.038,3.194,0.063
5760,1421,28,259.18,476.327,0,6.597,1.091,1.509,2.244,3.571,0.124
5762,1422,28,94.181,26.119,0,4.649,1.017,1.348,1.919,2.932,0.049
5764,1423,28,309.783,57.405,0,6.269,1.078,1.469,2.149,3.361,0.107
5766,1424,28,126.275,74.349,0,6.684,1.092,1.518,2.276,3.656,0.127
5768,1425,28,195.254,85.779,0,6.798,1.136,1.603,2.429,3.931,0.082
5773,1426,28,307.204,111.328,0,5.962,1.051,1.416,2.048,3.175,0.045
5776,1427,28,118.681,127.641,0,6.679,1.098,1.522,2.269,3.62,0.127
5779,1428,28,95.449,134.166,0,5.086,0.978,1.277,1.795,2.72,0.064
5782,1429,28,18.458,138.311,0,5.711,1,1.31,1.842,2.78,0.05
5784,1430,28,165.204,154.257,0,4.672,0.977,1.268,1.77,2.66,0.052
5789,1431,28,406.563,201.264,0,4.27,0.924,1.136,1.478,2.05,0.013
5796,1432,28,290.417,221.241,0,6.383,1.092,1.513,2.252,3.589,0.107
5799,1433,28,197.314,227.107,0,6.134,1.086,1.511,2.269,3.653,0.058
5805,1434,28,351.426,230.221,0,5.698,1.005,1.338,1.919,2.964,0.05
5810,1435,28,461.285,233.799,0,3.818,0.943,1.177,1.555,2.186,0.023
5813,1436,28,207.216,270.576,0,6.459,1.058,1.435,2.093,3.274,0.121
5816,1437,28,426.61,275.08,0,4.223,0.988,1.302,1.849,2.828,0.022
5820,1438,28,47.368,278.281,0,6.919,1.098,1.523,2.273,3.634,0.048
5826,1439,28,17.886,282.083,0,3.697,1.004,1.329,1.887,2.874,0.018
5830,1440,28,17.552,330.446,0,6.602,1.06,1.451,2.144,3.402,0.119
5837,1441,28,107.23,330.158,0,5.353,1.041,1.402,2.036,3.173,0.058
5839,1442,28,80.202,349.862,0,4.146,1.01,1.327,1.868,2.815,0.024
5842,1443,28,274.469,363.646,0,6.797,1.076,1.469,2.153,3.379,0.084
5844,1444,28,228.194,367.51,0,5.214,0.98,1.26,1.732,2.552,0.046
5847,1445,28,383.868,381.702,0,5.28,1.006,1.322,1.864,2.824,0.053
5849,1446,28,80.883,382.204,0,5.607,1.082,1.49,2.21,3.51,0.03
5851,1447,28,95.299,393.622,0,6.945,1.129,1.594,2.423,3.938,0.039
5853,1448,28,182.45,422.942,0,5.61,1.039,1.406,2.05,3.211,0.047
5856,1449,28,56.113,448.168,0,4.546,1.037,1.396,2.019,3.13,0.034
5858,1450,28,249.043,454.374,0,4.408,0.991,1.309,1.865,2.862,0.025
5866,1451,28,267.311,464.063,0,5.315,1.017,1.359,1.955,3.026,0.057
1705,377,29,315.303,13.726,0,6.332,1.066,1.439,2.083,3.224,0.083
1800,402,29,234.13,384.128,0,5.434,1.067,1.465,2.167,3.435,0.045
2381,549,29,296.327,435.54,0,6.712,1.06,1.448,2.131,3.366,0.113
2838,665,29,439.379,227.491,0,6.718,1.061,1.46,2.165,3.446,0.119
3073,721,29,359.816,322.316,0,5.955,1.09,1.499,2.215,3.502,0.049
3188,751,29,356.439,152.602,0,6.844,1.053,1.436,2.112,3.337,0.097
3343,794,29,462.448,168.853,0,6.231,1.15,1.65,2.549,4.207,0.011
3411,810,29,199.252,302.241,0,5.322,0.999,1.312,1.851,2.806,0.059
3448,818,29,253.495,372.768,0,6.266,1.044,1.387,1.972,2.997,0.07
3548,844,29,219.328,131.465,0,6.797,1.057,1.443,2.12,3.34,0.112
3571,848,29,306.367,234.55,0,6.8,1.065,1.446,2.111,3.301,0.113
3673,868,29,323.594,379.341,0,6.364,1.051,1.415,2.042,3.157,0.086
3722,883,29,190.727,187.778,0,5.364,1.039,1.377,1.954,2.967,0.065
3766,895,29,44.652,325.623,0,4.195,0.968,1.252,1.735,2.587,0.028
4019,961,29,294.795,143.87,0,5.019,1.022,1.368,1.972,3.055,0.068
4070,970,29,185.742,224.766,0,5.951,1.08,1.477,2.172,3.421,0.055
4175,1001,29,431.676,51.636,0,6.453,1.07,1.459,2.136,3.35,0.093
4265,1021,29,446.543,227.378,0,6.695,1.046,1.404,2.021,3.116,0.088
4387,1056,29,132.657,207.676,0,6.8,1.08,1.46,2.112,3.261,0.12
4421,1065,29,470.81,347.223,0,5.749,1.065,1.45,2.128,3.349,0.042
4436,1068,29,479.579,352.658,0,6.131,1.004,1.32,1.864,2.826,0.044
4448,1069,29,31.48,338.393,0,6.554,1.061,1.45,2.135,3.374,0.093
4470,1073,29,436.535,400.371,0,4.303,0.969,1.246,1.718,2.546,0.031
4533,1091,29,51.62,135.437,0,6.14,1.024,1.36,1.941,2.971,0.053
4662,1126,29,303.305,132.572,0,4.928,0.959,1.205,1.607,2.286,0.064
4676,1129,29,410.471,169.656,0,6.892,1.076,1.47,2.156,3.382,0.092
4693,1133,29,186.848,204.234,0,4.999,0.989,1.304,1.854,2.838,0.081
4718,1140,29,132.527,264.469,0,6.679,1.033,1.389,2.013,3.134,0.077
4725,1142,29,178.776,310.797,0,6.529,1.135,1.616,2.48,4.067,0.046
4731,1143,29,3.135,275.431,0,3.275,0.959,1.223,1.667,2.433,0.013
4746,1148,29,276.297,347.71,0,6.448,1.097,1.516,2.252,3.581,0.082
4771,1153,29,333.494,393.433,0,6.628,1.047,1.426,2.095,3.309,0.09
4783,1154,29,173.139,412.248,0,5.18,1.033,1.392,2.024,3.165,0.048
4814,1162,29,220.823,493.623,0,4.955,0.989,1.3,1.842,2.815,0.085
4859,1176,29,254.78,160.462,0,5.415,1.026,1.375,1.983,3.074,0.068
4867,1177,29,172.633,185.773,0,5.523,1.001,1.32,1.872,2.853,0.06
4901,1185,29,212.613,286.072,0,3.899,0.966,1.237,1.694,2.487,0.028
4915,1189,29,93.76,338.899,0,4.775,0.977,1.286,1.822,2.781,0.066
4942,1196,29,318.677,396.09,0,5.957,1.069,1.47,2.178,3.46,0.056
4976,1206,29,221.212,45.463,0,4.08,0.928,1.161,1.548,2.212,0.023
4984,1208,29,141.732,77.413,0,6.809,1.079,1.477,2.173,3.423,0.125
4994,1210,29,229.621,83.275,0,4.577,0.96,1.217,1.643,2.375,0.031
5018,1220,29,418.136,288.547,0,3.867,0.927,1.168,1.579,2.3,0.022
5031,1223,29,351.499,384.642,0,7.05,1.119,1.562,2.341,3.748,0.029
5054,1228,29,263.597,412.604,0,6.865,1.098,1.506,2.213,3.476,0.114
5116,1249,29,240.248,174.502,0,7.146,1.139,1.617,2.471,4.034,0.011
5124,1251,29,301.277,181.584,0,6.281,1.078,1.491,2.223,3.557,0.061
5130,1253,29,391.144,205.297,0,4.407,1.015,1.34,1.898,2.885,0.027
5164,1263,29,477.775,313.405,0,5.475,1.013,1.358,1.966,3.066,0.067
5235,1284,29,328.563,103.424,0,6.416,1.009,1.32,1.849,2.773,0.051
5239,1285,29,293.465,102.857,0,5.816,1.039,1.409,2.061,3.241,0.051
5242,1286,29,276.879,101.053,0,3.655,1.024,1.383,2.015,3.154,0.007
5248,1287,29,344.124,104.357,0,3.918,0.967,1.249,1.731,2.578,0.029
5262,1289,29,79.257,133.833,0,5.031,0.992,1.306,1.851,2.825,0.076
5265,1290,29,242.61,135.29,0,4.405,0.965,1.234,1.687,2.474,0.03
5279,1292,29,10.299,151.909,0,5.304,1.018,1.339,1.882,2.832,0.06
5284,1293,29,45.871,168.427,0,5.164,1.019,1.356,1.945,3,0.055
5292,1295,29,274.687,216.643,0,6.539,1.099,1.521,2.259,3.588,0.089
5295,1296,29,320.846,195.781,0,4.71,0.999,1.312,1.846,2.786,0.049
5299,1297,29,165.628,212.435,0,5.482,0.998,1.302,1.816,2.714,0.06
5311,1301,29,410.254,235.4,0,5.447,1.005,1.313,1.837,2.755,0.065
5317,1303,29,38.745,262.536,0,3.713,0.954,1.231,1.714,2.578,0.01
5321,1304,29,349.141,283.703,0,4.375,0.999,1.298,1.807,2.695,0.031
5324,1305,29,183.404,272.356,0,6.832,1.113,1.548,2.315,3.703,0.125
5331,1307,29,501.31,336.851,0,6.507,1.078,1.487,2.212,3.526,0.093
5337,1308,29,267.534,329.281,0,4.796,0.956,1.187,1.554,2.155,0.049
5352,1313,29,442.535,388.538,0,3.298,0.927,1.168,1.579,2.301,0.014
5355,1314,29,435.768,417.667,0,6.78,1.138,1.611,2.455,3.998,0.103
5367,1316,29,399.44,432.365,0,6.616,1.057,1.435,2.092,3.27,0.093
5371,1317,29,366.424,435.303,0,4.681,0.989,1.279,1.769,2.623,0.045
5374,1318,29,3.341,422.596,0,6.73,1.093,1.527,2.301,3.717,0.131
5389,1320,29,167.573,429.249,0,6.325,1.036,1.381,1.972,3.018,0.076
5400,1322,29,10.336,461.35,0,6.707,1.108,1.536,2.287,3.64,0.124
5438,1334,29,345.755,121.791,0,6.063,1.059,1.422,2.045,3.145,0.058
5459,1338,29,342.247,128.6,0,6.76,1.093,1.503,2.222,3.512,0.135
5477,1344,29,182.292,232.845,0,6.041,1.064,1.453,2.135,3.364,0.056
5530,1359,29,133.449,343.622,0,6.339,1.027,1.371,1.969,3.035,0.074
5547,1365,29,451.446,429.296,0,6.807,1.14,1.612,2.45,3.977,0.102
5557,1367,29,104.178,462.606,0,6.169,1.049,1.42,2.067,3.228,0.058
5575,1368,29,325.696,461.818,0,6.724,1.1,1.513,2.232,3.516,0.131
5580,1370,29,459.772,474.807,0,4.895,0.976,1.287,1.836,2.83,0.085
5586,1372,29,25.402,7.703,0,5.827,1.024,1.348,1.898,2.857,0.044
5590,1373,29,31.581,25.718,0,5.291,1.001,1.309,1.836,2.764,0.056
5593,1374,29,326.619,21.891,0,5.86,1.067,1.464,2.165,3.432,0.051
5597,1375,29,380.572,45.542,0,6.846,1.052,1.418,2.054,3.192,0.085
5599,1376,29,110.756,46.56,0,6.706,1.109,1.545,2.314,3.708,0.121
5601,1377,29,63.256,53.562,0,6.798,1.12,1.576,2.384,3.853,0.122
5604,1378,29,440.695,68.657,0,6.71,1.097,1.533,2.309,3.727,0.125
5607,1379,29,261.58,67.73,0,5.405,1.003,1.316,1.852,2.799,0.065
5609,1380,29,169.427,79.498,0,6.923,1.059,1.441,2.111,3.32,0.067
5612,1381,29,8.218,126.22,0,4.904,0.998,1.308,1.84,2.78,0.085
5615,1382,29,103.227,125.204,0,6.84,1.144,1.622,2.473,4.025,0.091
5618,1383,29,88.116,154.604,0,6.011,1.057,1.439,2.106,3.307,0.06
5622,1384,29,278.816,147.539,0,5.656,1.014,1.345,1.918,2.939,0.045
5628,1385,29,374.091,175.785,0,3.964,1.011,1.339,1.904,2.91,0.02
5630,1386,29,89.424,174.593,0,6.057,1.009,1.326,1.866,2.817,0.045
5634,1387,29,481.501,176.17,0,6.435,1.099,1.527,2.281,3.648,0.076
5637,1388,29,286.511,189.192,0,6.835,1.128,1.584,2.388,3.845,0.113
5642,1389,29,176.778,210.91,0,5.023,1.042,1.421,2.093,3.313,0.049
5646,1390,29,291.333,198.562,0,6.579,1.079,1.471,2.15,3.363,0.097
5648,1391,29,503.186,209.553,0,5.395,1.023,1.371,1.98,3.075,0.068
5651,1392,29,200.142,211.374,0,6.039,1.033,1.397,2.038,3.197,0.059
5659,1393,29,359.802,202.734,0,5.804,1.047,1.398,1.998,3.053,0.049
5662,1394,29,337.127,237.187,0,5.234,1.061,1.441,2.103,3.291,0.039
5664,1395,29,31.361,232.191,0,3.99,0.949,1.199,1.616,2.333,0.028
5668,1396,29,101.445,229.251,0,5.436,1.026,1.379,1.997,3.11,0.068
5670,1397,29,356.387,259.672,0,6.934,1.112,1.548,2.315,3.702,0.079
5673,1398,29,221.721,264.344,0,6.475,1.059,1.433,2.085,3.249,0.091
5676,1399,29,339.267,264.257,0,6.879,1.127,1.581,2.384,3.839,0.099
5680,1400,29,248.235,282.577,0,6.458,1.06,1.43,2.07,3.208,0.09
5682,1401,29,457.674,313.252,0,6.291,1.055,1.43,2.087,3.266,0.076
5686,1402,29,490.748,316.433,0,6.826,1.132,1.598,2.426,3.934,0.108
5689,1403,29,219.741,318.948,0,4.229,1.007,1.349,1.953,3.046,0.02
5691,1404,29,249.462,333.568,0,6.657,1.06,1.446,2.124,3.346,0.103
5694,1405,29,346.503,327.824,0,5.973,1.045,1.413,2.056,3.213,0.061
5702,1406,29,124.603,356.783,0,6.859,1.091,1.493,2.191,3.438,0.115
5708,1407,29,237.551,354.49,0,5.454,0.98,1.27,1.764,2.633,0.052
5712,1408,29,254.111,362.778,0,5.461,1.038,1.393,2.007,3.102,0.064
5714,1409,29,140.691,344.312,0,6.768,1.075,1.466,2.144,3.353,0.125
5719,1410,29,83.705,366.353,0,6.833,1.133,1.587,2.386,3.831,0.112
5723,1411,29,373.194,381.654,0,6.228,1.061,1.434,2.081,3.234,0.064
5734,1412,29,377.508,425.28,0,6.488,1.085,1.491,2.199,3.469,0.092
5736,1413,29,393.264,394.834,0,4.941,1.004,1.331,1.9,2.92,0.083
5743,1415,29,232.246,450.314,0,4.876,0.955,1.185,1.553,2.156,0.055
5747,1416,29,186.267,468.389,0,6.53,1.067,1.454,2.129,3.339,0.093
5750,1417,29,350.636,467.364,0,6.188,1.041,1.414,2.071,3.261,0.06
5753,1418,29,101.774,472.272,0,4.894,0.96,1.217,1.644,2.375,0.069
5756,1419,29,240.712,468.322,0,3.999,0.957,1.266,1.821,2.838,0.028
5758,1420,29,244.554,469.442,0,6.307,1.041,1.41,2.058,3.226,0.079
5761,1421,29,257.285,482.803,0,6.678,1.117,1.564,2.355,3.79,0.106
5814,1436,29,206.622,265.451,0,5.664,0.974,1.235,1.662,2.383,0.026
5831,1440,29,11.409,334.769,0,6.115,1.03,1.364,1.932,2.929,0.054
5859,1450,29,251.744,459.727,0,4.922,1.01,1.34,1.914,2.937,0.08
5869,1452,29,78.682,30.785,0,5.223,0.99,1.299,1.833,2.783,0.055
5871,1453,29,211.373,68.334,0,4.167,0.95,1.181,1.553,2.167,0.025
5875,1454,29,194.651,70.262,0,5.587,1.111,1.548,2.322,3.722,0.02
5878,1455,29,47.155,95.199,0,4.961,1.024,1.374,1.989,3.097,0.07
5888,1456,29,466.681,96.747,0,4.501,0.967,1.248,1.727,2.569,0.032
5898,1457,29,366.455,111.236,0,6.901,1.13,1.596,2.422,3.925,0.084
5902,1458,29,245.122,121.798,0,4.739,1.003,1.329,1.893,2.896,0.052
5913,1459,29,208.415,125.321,0,6.661,1.092,1.5,2.212,3.486,0.115
5916,1460,29,360.549,140.76,0,6.249,1.036,1.383,1.982,3.045,0.067
5918,1461,29,127.337,141.302,0,6.389,1.065,1.442,2.094,3.255,0.089
5923,1462,29,458.675,141.779,0,4.868,0.99,1.284,1.784,2.656,0.083
5927,1463,29,178.202,145.181,0,4.851,0.996,1.319,1.883,2.896,0.078
5930,1464,29,239.869,164.158,0,4.779,1.004,1.312,1.834,2.747,0.065
5934,1465,29,44.388,175.306,0,6.354,1.074,1.472,2.171,3.432,0.081
5936,1466,29,252.808,196.762,0,5.912,1.042,1.415,2.071,3.256,0.059
5939,1467,29,137.769,206.259,0,4.272,0.947,1.23,1.722,2.605,0.03
5944,1468,29,12.791,214.719,0,5.856,1.054,1.429,2.085,3.263,0.054
5956,1469,29,392.314,242.478,0,6.762,1.062,1.451,2.138,3.38,0.119
5958,1470,29,510.542,264.663,0,3.251,0.898,1.072,1.34,1.761,0.01
5960,1471,29,296.574,278.684,0,6.726,1.121,1.564,2.341,3.742,0.12
5962,1472,29,51.219,293.606,0,6.652,1.113,1.556,2.34,3.763,0.1
5965,1473,29,339.566,295.625,0,5.16,0.96,1.231,1.692,2.502,0.05
5968,1474,29,89.164,339.759,0,5.971,1.06,1.437,2.097,3.283,0.061
5972,1475,29,95.577,346.573,0,6.402,1.002,1.315,1.851,2.797,0.05
5979,1476,29,198.335,377.895,0,5.156,1.005,1.322,1.868,2.837,0.059
5981,1477,29,455.489,379.132,0,5.583,1,1.307,1.831,2.752,0.05
5985,1478,29,312.865,384.159,0,5.661,1.068,1.458,2.14,3.365,0.037
5987,1479,29,422.084,384.568,0,4.359,0.978,1.287,1.833,2.82,0.032
5990,1480,29,1.283,395.817,0,4.531,0.999,1.268,1.704,2.43,0.032
5994,1481,29,72.872,396.162,0,5.275,1.065,1.467,2.181,3.481,0.035
6000,1482,29,85.811,406.491,0,5.814,1.025,1.363,1.945,2.975,0.046
6005,1483,29,417.189,414.508,0,6.728,1.134,1.596,2.412,3.891,0.104
6007,1484,29,490.802,429.533,0,5.622,0.989,1.302,1.845,2.815,0.045
6013,1485,29,226.614,448.361,0,7.008,1.098,1.506,2.215,3.48,0.043
6023,1486,29,310.88,474.239,0,5.335,1.024,1.377,1.997,3.116,0.062
6025,1487,29,362.917,483.293,0,4.152,0.954,1.216,1.655,2.41,0.027
6028,1488,29,156.745,510.202,0,4.871,1.005,1.316,1.849,2.789,0.081
1650,364,30,450.023,391.618,0,3.764,0.963,1.231,1.682,2.463,0.035
1706,377,30,318.466,8.273,0,5.867,1.024,1.35,1.908,2.887,0.052
1931,435,30,164.331,220.906,0,4.942,1.01,1.337,1.901,2.905,0.069
3034,714,30,286.449,175.345,0,6.542,1.062,1.454,2.147,3.4,0.126
3374,802,30,264.22,282.352,0,6.242,1.07,1.452,2.114,3.291,0.067
3481,827,30,164.164,425.371,0,4.679,1.109,1.569,2.394,3.912,0.01
3723,883,30,188.39,189.17,0,5.861,1.02,1.359,1.945,2.987,0.052
3767,895,30,41.478,325.906,0,5.657,1.036,1.391,2.008,3.11,0.039
3915,934,30,232.731,326.225,0,4.908,1.012,1.342,1.913,2.932,0.063
3953,942,30,392.654,420.607,0,6.565,1.064,1.439,2.09,3.247,0.124
3988,952,30,91.696,40.517,0,5.361,0.968,1.247,1.723,2.562,0.026
4032,962,30,357.518,124.445,0,5.847,1.184,1.703,2.625,4.302,0.008
4196,1005,30,36.655,107.416,0,4.83,0.975,1.271,1.783,2.691,0.061
4252,1019,30,451.341,180.86,0,5.796,1.08,1.502,2.254,3.628,0.035
4335,1041,30,245.203,441.078,0,5.067,1.053,1.428,2.084,3.263,0.058
4377,1054,30,508.786,160.842,0,4.557,0.999,1.313,1.852,2.808,0.04
4437,1068,30,481.481,347.497,0,6.961,1.089,1.488,2.182,3.423,0.057
4471,1073,30,433.312,402.233,0,6.616,1.09,1.514,2.267,3.639,0.118
4509,1084,30,236.903,45.895,0,3.734,0.997,1.311,1.848,2.796,0.021
4588,1106,30,477.579,361.604,0,6.234,1.039,1.408,2.056,3.228,0.067
4601,1109,30,192.905,362.771,0,5.151,1.026,1.378,1.99,3.088,0.077
4694,1133,30,186.233,203.263,0,5.177,1.016,1.347,1.92,2.936,0.079
4761,1151,30,427.44,399.897,0,3.781,0.92,1.145,1.521,2.167,0.037
4772,1153,30,337.233,387.362,0,5.168,1.1,1.548,2.352,3.828,0.021
4829,1166,30,42.15,13.612,0,5.892,1.015,1.356,1.954,3.03,0.055
4874,1178,30,55.826,181.185,0,4.714,0.988,1.294,1.821,2.754,0.058
4883,1179,30,122.595,201.003,0,3.735,0.969,1.239,1.688,2.46,0.032
4906,1186,30,331.223,309.3,0,4.982,0.97,1.253,1.736,2.584,0.07
4927,1192,30,443.342,368.778,0,5.57,1.046,1.419,2.075,3.263,0.035
4943,1196,30,316.909,399.505,0,5.939,1.045,1.419,2.076,3.264,0.06
4954,1198,30,75.689,418.795,0,6.076,1.053,1.428,2.083,3.258,0.058
5024,1221,30,215.437,308.34,0,6.529,1.071,1.466,2.161,3.414,0.124
5044,1226,30,404.662,417.371,0,6.62,1.086,1.501,2.231,3.554,0.121
5088,1240,30,209.643,109.246,0,6.456,1.076,1.469,2.153,3.377,0.107
